generators,Capacity_MW,Capacity_MWh,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,OperatingRegulationRevenue,OperatingReserveRevenue,Operating_Revenue,Operating_Cost,operating_profit_per_gen,total_inv_costs,diff
NG 2-on-1 Combined Cycle (F-Frame),25615.96803826627,0.0,2.8803613544511137e9,0.0,1.3256263459802794e9,0.0,2.058968266731116e8,4.250348118512372e9,0.0,1.630850164700616e8,0.0,7.254113364992608e9,1.873747331756284e6,9.799015160553122e6,7.265786127484918e9,5.944956307635824e9,1.3208298198490925e9,2.8803613544511137e9,-1.5595315346020212e9
NG Combustion Turbine (F-Frame),11463.766466433302,0.0,1.1596876298105824e9,0.0,4.4880645716086376e8,0.0,1.661566398575139e7,1.8611459014356938e8,0.0,1.776582474812744e7,0.0,1.0403405998288642e9,1.4761307740313604e6,4.720491542000393e6,1.046537222144896e9,6.69302536038312e8,3.772346861065841e8,1.1596876298105824e9,-7.824529437039983e8
Land-Based Wind - Class 1 - Technology 1,70489.17119788188,0.0,5.870995782758097e9,0.0,2.286883512993651e9,0.0,2.1096437295635395e7,0.0,0.0,0.0,0.0,7.873321690749238e9,0.0,0.0,7.873321690749238e9,2.307979950289286e9,5.565341740459951e9,5.870995782758097e9,-3.056540422981453e8
Utility PV - Class 1,48844.766464960754,0.0,3.6210659283929505e9,0.0,1.1608253507247937e9,0.0,1.045225125148067e7,0.0,0.0,0.0,0.0,4.908338488859226e9,0.0,0.0,4.908338488859226e9,1.1712776019762743e9,3.7370608868829517e9,3.6210659283929505e9,1.159949584900012e8
Utility-Scale Battery Storage - 8Hr,20442.921155416803,163543.36924333443,9.510129201338569e8,0.0,4.459667191704341e8,0.0,0.0,0.0,0.0,0.0,7.690646239827034e8,1.8478227592309778e9,1.3249413969580766e7,1.4987070406694734e7,1.876059243607253e9,1.2150313431531377e9,6.610279004541155e8,9.510129201338569e8,-2.899850196797414e8
